Team Name,Team City,Competition Level,Gender Division,lat,lon
BontalZetty,Lawrence,College,Mixed,38.9719384,-95.2359496
Horrorzontals,Lawrence,College,Men,38.9719384,-95.2359496
BÄR,Lawrenceville,College,Men,33.9562149,-83.9879625
Mudsharks,Lewisburg,College,Men,37.8017879,-80.4456303
Bates Orange Whip,Lewiston,College,Men,46.4195913,-117.0216144
Cold Front,Lewiston,College,Women,46.4195913,-117.0216144
CoolWhip,Lewiston,College,Mixed,46.4195913,-117.0216144
Orange Whip B-Team aka The Whippettes,Lewiston,College,Men,46.4195913,-117.0216144
Coldfront B,Lewiston,College,Women,46.4195913,-117.0216144
KULT,Lexington,College,Men,38.0464066,-84.4970393
Buda U17 Select Team 1,Lexington,College,Men,38.0464066,-84.4970393
Buda U17 Select Team 2,Lexington,College,Men,38.0464066,-84.4970393
Cornfed Ultimate,Lincoln,College,Men,40.8088861,-96.7077751
Cuddle Raptors,Lincoln,College,Women,40.8088861,-96.7077751
Hawks,Livermore,College,Men,37.6820583,-121.7680531
USULT,Logan,College,Men,40.1075089,-89.3768539
No Regrets,Long Beach,College,Women,33.7690164,-118.191604
Stalkers,Long Beach,College,Men,33.7690164,-118.191604
Detox,Los Angeles,College,Men,34.0536909,-118.242766
Women's Air Corps (WAC),Los Angeles,College,Women,34.0536909,-118.242766
Hellions of Troy,Los Angeles,College,Women,34.0536909,-118.242766
USC Combo,Los Angeles,College,Men,34.0536909,-118.242766
USC Lockdown,Los Angeles,College,Men,34.0536909,-118.242766
BLU,Los Angeles,College,Women,34.0536909,-118.242766
Smaug,Los Angeles,College,Men,34.0536909,-118.242766
UCLA Midas,Los Angeles,College,Women,34.0536909,-118.242766
UCLA Smoke,Los Angeles,College,Men,34.0536909,-118.242766
502,Louisville,College,Men,38.2542376,-85.759407
Riverhawks,Lowell,College,Men,42.6334247,-71.3161718
Tumbleweed,Lubbock,College,Men,33.5635206,-101.879336
Flames,Lynchburg,College,Men,37.4137536,-79.1422464
Lady Flames,Lynchburg,College,Women,37.4137536,-79.1422464
Wisco Mixed Co.,Madison,College,Mixed,43.074761,-89.3837613
Atropa,Madison,College,Women,43.074761,-89.3837613
Bella Donna,Madison,College,Women,43.074761,-89.3837613
Hodags,Madison,College,Men,43.074761,-89.3837613
Pimpdags,Madison,College,Men,43.074761,-89.3837613
Wisconsin C,Madison,College,Men,43.074761,-89.3837613
RC Hammer,Mahwah,College,Mixed,41.0887072,-74.1437552
Cheshire,Manhattan,College,Women,40.7896239,-73.9598939
Wizards,Manhattan,College,Men,40.7896239,-73.9598939
BlueSkunks,Mankato,College,Men,44.1634663,-93.9993505
MSU Skunks,Mankato,College,Mixed,44.1634663,-93.9993505
Huck Dynasty,Marion,College,Men,32.7931661,-94.344488
Aurora,Marquette,College,Women,46.4481521,-87.6305899
Riptide,Marquette,College,Men,46.4481521,-87.6305899
Shipwreck,Marquette,College,Mixed,46.4481521,-87.6305899
Passive Fist,Mars Hill,College,Men,46.5158751,-67.8664135
RGV Shrike Cutters,McAllen,College,Men,26.2043691,-98.230082
Hellbender,Meadville,College,Men,41.641445,-80.151449
Hellbenderitas,Meadville,College,Women,41.641445,-80.151449
Falcons,Mechanicsburg,College,Men,40.2101972,-77.0047276
Falcons,Mechanicsburg,College,Women,40.2101972,-77.0047276
Messiah Falcons ,Mechanicsburg,College,Mixed,40.2101972,-77.0047276
U20 Fall 2017 BUDA,Medford,College,Men,42.4184296,-71.1061639
BWO,Medford,College,Women,42.4184296,-71.1061639
Elephant Men,Medford,College,Men,42.4184296,-71.1061639
Tufts B,Medford,College,Men,42.4184296,-71.1061639
Tufts C,Medford,College,Men,42.4184296,-71.1061639
Florida Tech,Melbourne,College,Men,28.11771,-80.6629575
MisFITs,Melbourne,College,Men,28.11771,-80.6629575
Memphis Bluff,Memphis,College,Men,35.1490215,-90.0516285
Rhodekill,Memphis,College,Men,35.1490215,-90.0516285
Yeti Ultimate,Menomonie,College,Mixed,44.8755183,-91.9193422
Middlebury Lady Pranksters,Middlebury,College,Women,44.0072736,-73.1633011
Pranksters,Middlebury,College,Mixed,44.0072736,-73.1633011
Pranksters,Middlebury,College,Men,44.0072736,-73.1633011
Nietzsch Factor,Middletown,College,Men,41.5496141,-72.6515776
Throw Culture,Middletown,College,Mixed,41.5496141,-72.6515776
Vicious Circles,Middletown,College,Women,41.5496141,-72.6515776
Vicious Circus B,Middletown,College,Women,41.5496141,-72.6515776
Disconnected,Milledgeville,College,Men,33.0801429,-83.2320991
Lynx Rufus,MIlledgeville,College,Women,33.0801429,-83.2320991
Moose,Millersville,College,Men,35.3038485,-118.4578633
Moxie,Milwaukee,College,Women,43.0349931,-87.922497
Birdhouse 2017,Milwaukee,College,Men,43.0349931,-87.922497
Ducks,Milwaukee,College,Men,43.0349931,-87.922497
Black Cat,Milwaukee,College,Men,43.0349931,-87.922497
BlackCat ,Milwaukee,College,Women,43.0349931,-87.922497
BLACKOUT,Milwaukee,College,Men,43.0349931,-87.922497
Grey Duck,Minneapolis,College,Men,44.9772995,-93.2654692
Ninjas,Minneapolis,College,Women,44.9772995,-93.2654692
Rubber Ducky,Minneapolis,College,Men,44.9772995,-93.2654692
Ugly Duckling,Minneapolis,College,Men,44.9772995,-93.2654692
MT PillowFight,Missoula,College,Women,46.8701049,-113.995267
Smokejump,Missoula,College,Men,46.8701049,-113.995267
Smokejump X,Missoula,College,Men,46.8701049,-113.995267
Smokejump Y,Missoula,College,Men,46.8701049,-113.995267
SHUC,Mobile,College,Men,30.6943566,-88.0430541
Mountain Mamas ,Morgantown,College,Women,39.6296809,-79.9559437
WV Wild,Morgantown,College,Men,39.6296809,-79.9559437
WV Wonderful,Morgantown,College,Men,39.6296809,-79.9559437
Idaho Gems,Moscow,College,Women,46.7323875,-117.0001651
Red Scare,Moscow,College,Men,46.7323875,-117.0001651
C-Team,Mount Vernon,College,Men,38.3172715,-88.9031201
Shark Bait,Mt. Pleasent,College,Women,35.300328,-119.121029
Cardinals,Muncie,College,Men,40.1936892,-85.3865271
Lightning,Murfreesboro,College,Men,35.8460396,-86.3921096
Frontier,Nacogdoches,College,Men,31.5970503,-94.5927451
eNVy,Naperville,College,Women,41.7728699,-88.1479278
URSA,Nashville,College,Women,36.1622296,-86.7743531
Disco,Nashville,College,Men,36.1622296,-86.7743531
Armada,Nashville,College,Men,36.1622296,-86.7743531
VUDU,Nashville,College,Women,36.1622296,-86.7743531
Blue Barracudas,New Britain,College,Men,41.6796456,-72.7883468
Central Connecticut State,New Britain,College,Women,41.6796456,-72.7883468
Machine,New Brunswick,College,Men,40.4862174,-74.4518173
Rutgers Nightshade,New Brunswick,College,Women,40.4862174,-74.4518173
Mighty Hucks,New Haven,College,Men,41.2984343,-72.9310234
Harvard Red Line,New Haven,College,Men,41.2984343,-72.9310234
Ramona,New Haven,College,Women,41.2984343,-72.9310234
Süperfly,New Haven,College,Men,41.2984343,-72.9310234
Aletheia ,New London,College,Women,41.331256,-72.0964372
Dasein,New London,College,Men,41.331256,-72.0964372
Dasletheia,New London,College,Mixed,41.331256,-72.0964372
Muses,New Orleans,College,Women,29.9499323,-90.0701156
Gunx,New Paltz,College,Mixed,41.7464972,-74.0844894
Gunx,New Paltz,College,Men,41.7464972,-74.0844894
Columbia B,New York City,College,Women,40.7127281,-74.0060152
Uptown Local,New York City,College,Men,40.7127281,-74.0060152
NYU Violet Femmes,New York City,College,Women,40.7127281,-74.0060152
New York Ultimate,New York City,College,Men,40.7127281,-74.0060152
Violet Femmes,New York City,College,Women,40.7127281,-74.0060152
PANDEMIC,New York City,College,Women,40.7127281,-74.0060152
Sideshow,Newark,College,Men,40.735657,-74.1723667
Sideshow,Newark,College,Women,40.735657,-74.1723667
Sideshow,Newark,College,Men,40.735657,-74.1723667
Sideshow Ultimate,Newark,College,Women,40.735657,-74.1723667
Freakshow,Newark,College,Men,40.735657,-74.1723667
Geekshow,Newark,College,Men,40.735657,-74.1723667
Airbenders,Newport News,College,Women,36.9775016,-76.42977
Skymaul,Newport News,College,Men,36.9775016,-76.42977
Gnomes,Normal,College,Men,40.5117699,-88.9944815
Gnomes B,Normal,College,Men,40.5117699,-88.9944815
Lady Gnomes,Normal,College,Women,40.5117699,-88.9944815
Apes of Wrath,Norman,College,Men,35.2225717,-97.4394816
Apes of Wrath B,Norman,College,Men,35.2225717,-97.4394816
Dust Devils,Norman,College,Mixed,35.2225717,-97.4394816
Never Mrs,Norman,College,Women,35.2225717,-97.4394816
Silverbacks,Norman,College,Men,35.2225717,-97.4394816
Merrimack Ultimate,North Andover,College,Men,42.6839894,-71.1127065
Luna Disc (2016-2017),Northampton ,College,Women,42.3178989,-72.6311006
Carleton College (CUT),Northfield,College,Men,44.4582041,-93.161159
Hot Karls,Northfield,College,Men,44.4582041,-93.161159
Syzygy,Northfield,College,Women,44.4582041,-93.161159
Eclipse,Northfield,College,Women,44.4582041,-93.161159
Gods of Plastic,Northfield,College,Men,44.4582041,-93.161159
Berzerkers,Northfield,College,Men,44.4582041,-93.161159
Vortex,Northfield,College,Women,44.4582041,-93.161159
WULF,Norton,College,Men,39.7944702,-99.9100033
Oh Baby!,Notre Dame,College,Women,41.7045677,-86.2382203
Opus D's,Notre Dame,College,Men,41.7045677,-86.2382203
Papal Rage,Notre Dame,College,Men,41.7045677,-86.2382203
Womb,Notre Dame,College,Women,41.7045677,-86.2382203
Flying Horsecows,Oberlin,College,Men,41.2939386,-82.2173786
Flying Horsecows,Oberlin,College,Men,41.2939386,-82.2173786
HAM,Oberlin,College,Mixed,41.2939386,-82.2173786
Preying Manti B,Oberlin,College,Women,41.2939386,-82.2173786
Preying Manti A,Oberlin,College,Women,41.2939386,-82.2173786
Tuskers,Omaha,College,Men,41.2587459,-95.9383758
UNO,Omaha,College,Men,41.2587459,-95.9383758
Love$eat,Oneonta,College,Women,33.9481537,-86.472764
SOFA,Oneonta,College,Men,33.9481537,-86.472764
CHI,Orem,College,Women,40.2971825,-111.694943
CHOMP,Orem,College,Men,40.2971825,-111.694943
Central Florida,Orlando,College,Women,28.5421109,-81.3790304
Dogs of War,Orlando,College,Men,28.5421109,-81.3790304
Havoc,Orlando,College,Men,28.5421109,-81.3790304
Boy Named Sue,Orono,College,Women,44.883607,-68.672791
Goonsquad,Orono,College,Men,44.883607,-68.672791
UFO,Oshkosh,College,Men,44.0206919,-88.5408574
GeeGees,Ottawa,College,Women,39.1273653,-97.6568094
Miami Boogiemen,Oxford,College,Men,39.7852062,-75.9790215
Pac Attack,Oxford,College,Women,39.7852062,-75.9790215
HYDRa,Oxford,College,Men,39.7852062,-75.9790215
HYDRasharks,Oxford,College,Mixed,39.7852062,-75.9790215
Landsharks,Oxford,College,Women,39.7852062,-75.9790215
Miami Alumni,Oxford,College,Men,39.7852062,-75.9790215
Control,Palo Alto,College,Men,37.4443293,-122.1598465
Reign,Parkland,College,Men,26.3100794,-80.23727
"""Parkland"" PLU Alumni",Parkland,College,Men,26.3100794,-80.23727
Aftermath,Pasadena,College,Men,34.1476452,-118.1444779
Bama Alum 2017,Pelham,College,Women,33.285669,-86.8099884
Angry Otters,Peoria,College,Men,40.6938609,-89.5891008
Dragons,Philadelphia,College,Men,39.9527237,-75.1635262
Spitfire,Philadelphia,College,Women,39.9527237,-75.1635262
Null,Philadelphia,College,Men,39.9527237,-75.1635262
Venoid,Philadelphia,College,Mixed,39.9527237,-75.1635262
Venus,Philadelphia,College,Women,39.9527237,-75.1635262
Venus,Philadelphia,College,Women,39.9527237,-75.1635262
Void,Philadelphia,College,Men,39.9527237,-75.1635262
Disk Whisperers,Philadelphia,College,Women,39.9527237,-75.1635262
Diskfunctional,Philadelphia,College,Men,39.9527237,-75.1635262
SJU Dirty Doves,Philadelphia,College,Women,39.9527237,-75.1635262
St. Joseph's,Philadelphia,College,Men,39.9527237,-75.1635262
Alert,Philadelphia,College,Men,39.9527237,-75.1635262
False Alarm,Philadelphia,College,Men,39.9527237,-75.1635262
T.U.F Broads,Philadelphia,College,Women,39.9527237,-75.1635262
Third Wheelers,Philadelphia,College,Mixed,39.9527237,-75.1635262
Lopes,Phoenix,College,Men,33.4484367,-112.0741417
Big Mac,Piscataway,College,Men,38.7006716,-76.9721965
Money Mellons,Pittsburgh,College,Women,40.4416941,-79.9900861
Mr. Yuk,Pittsburgh,College,Men,40.4416941,-79.9900861
Danger,Pittsburgh,College,Women,40.4416941,-79.9900861
En Sabah Nur,Pittsburgh,College,Men,40.4416941,-79.9900861
En Sabah Nur-B,Pittsburgh,College,Men,40.4416941,-79.9900861
High Voltage,Pittsburgh,College,Women,40.4416941,-79.9900861
BPO,Pittsburgh,College,Mixed,40.4416941,-79.9900861
Knights,Plainsboro,College,Men,40.3334409,-74.6004341
Udderburn,Platteville,College,Men,40.2149829,-104.8227494
Quarter Pounders,Pomona,College,Men,34.0553813,-117.7517496
Cow Ultimate,Pomona,College,Men,34.0553813,-117.7517496
Artemis,Portland,College,Women,45.5202471,-122.6741949
Bacchus ,Portland,College,Men,45.5202471,-122.6741949
Bacchus - Developmental,Portland,College,Men,45.5202471,-122.6741949
Uprise,Portland,College,Men,45.5202471,-122.6741949
UPRoar,Portland,College,Women,45.5202471,-122.6741949
Osiks,Portland,College,Women,45.5202471,-122.6741949
Vitruvious,Portland,College,Men,45.5202471,-122.6741949
Berserk,Portland,College,Men,45.5202471,-122.6741949
Reed Ruckus,Portland,College,Women,45.5202471,-122.6741949
Rip Tide,Portland,College,Women,45.5202471,-122.6741949
Rising Tide,Portland,College,Men,45.5202471,-122.6741949
Mountaineers,Potsdam ,College,Men,44.6697996,-74.9813349
Fox Ultimate,Poughkeepsie,College,Men,41.7065539,-73.9283672
Boxing Nuns,Poughkeepsie,College,Women,41.7065539,-73.9283672
Cyber Nunx,Poughkeepsie,College,Mixed,41.7065539,-73.9283672
Swinging Monks,Poughkeepsie,College,Men,41.7065539,-73.9283672
Boxing Nun Alumni,Poughkeepsie,College,Women,41.7065539,-73.9283672
Swinging Monks,Poughkeepsie,College,Men,41.7065539,-73.9283672
Clockwork,Princeton,College,Men,40.3492744,-74.6592958
Clockwork B,Princeton,College,Men,40.3492744,-74.6592958
Clockwork Orange,Princeton,College,Women,40.3492744,-74.6592958
Stopwatch,Princeton,College,Women,40.3492744,-74.6592958
Brown - B,Providence,College,Men,41.8239891,-71.4128343
Brown - C,Providence,College,Men,41.8239891,-71.4128343
Brownian Motion,Providence,College,Men,41.8239891,-71.4128343
Cosmic Rays,Providence,College,Women,41.8239891,-71.4128343
Disco Inferno,Providence,College,Women,41.8239891,-71.4128343
Brown X,Providence,College,Mixed,41.8239891,-71.4128343
BrownY,Providence,College,Mixed,41.8239891,-71.4128343
PC Ulty,Providence,College,Mixed,41.8239891,-71.4128343
CHI,Provo,College,Men,40.2338438,-111.6585337
CHI B,Provo,College,Men,40.2338438,-111.6585337
Suspicious Package,Pullman,College,Men,46.7304268,-117.173895
Suspicious Package X,Pullman,College,Men,46.7304268,-117.173895
Suspicious Package Y,Pullman,College,Men,46.7304268,-117.173895
Scoundrels,Radford,College,Men,39.5775401,-89.0345251
Jaga Monsta,Raleigh,College,Women,35.7803977,-78.6390989
NCSU Wolfpack,Raleigh,College,Men,35.7803977,-78.6390989
BomBardment ,Red Hook,College,Men,40.6751032,-74.0095841
Ascension,Reno,College,Men,39.5261206,-119.8126581
Black Ice,Reno,College,Women,39.5261206,-119.8126581
Elevation Ultimate,Reno,College,Men,39.5261206,-119.8126581
Nevada,Reno,College,Mixed,39.5261206,-119.8126581
MonStars,Richardson,College,Women,32.9481789,-96.7297206
Woof,Richardson,College,Men,32.9481789,-96.7297206
Woof,Richardson,College,Men,32.9481789,-96.7297206
Woofstars,Richardson,College,Mixed,32.9481789,-96.7297206
Richmond Redhots,Richmond,College,Women,37.5385087,-77.43428
Spidermonkeys,Richmond,College,Men,37.5385087,-77.43428
Vendetta,Richmond,College,Women,37.5385087,-77.43428
Villains,Richmond,College,Men,37.5385087,-77.43428
Gyrfalcons,River Falls,College,Men,44.8595111,-92.6265897
RIT Spudheds,Rochester,College,Men,43.157285,-77.615214
EZ Women,Rochester,College,Women,43.157285,-77.615214
Piggies,Rochester,College,Men,43.157285,-77.615214
D'Vine,Rohnert Park,College,Women,38.3396367,-122.7010984
Grapes of Wrath,Rohnert Park,College,Men,38.3396367,-122.7010984
Miner Threat,Rolla,College,Men,37.9509324,-91.7708076
Miner Threat,Rolla,College,Women,37.9509324,-91.7708076
Noble Savage,Rome,College,Men,43.2128473,-75.4557304
Sac State,Sacramento,College,Men,38.5810606,-121.4938951
Bethel Ultimate,Saint Paul,College,Men,44.9504037,-93.1015026
Pursesnatchers,Saint Paul,College,Women,44.9504037,-93.1015026
Buzz Ultimate A,Salisbury,College,Men,35.6709727,-80.4742261
Flash,Salisbury,College,Women,35.6709727,-80.4742261
Salisbury B,Salisbury,College,Men,35.6709727,-80.4742261
Spiral Jetty Ultimate,Salt Lake City,College,Women,40.7596198,-111.8867975
Zion Curtain,Salt Lake City,College,Men,40.7596198,-111.8867975
Legion,San Antonio,College,Women,29.4246002,-98.4951405
V-Birds,San Antonio,College,Mixed,29.4246002,-98.4951405
Velox,San Antonio,College,Men,29.4246002,-98.4951405
Altitude,San Antonio,College,Women,29.4246002,-98.4951405
Turbulence,San Antonio,College,Men,29.4246002,-98.4951405
Air Squids,San Diego,College,Men,32.7174202,-117.1627728
Air Squids Select,San Diego,College,Men,32.7174202,-117.1627728
Federalis,San Diego,College,Men,32.7174202,-117.1627728
SDSU Gnomes,San Diego,College,Women,32.7174202,-117.1627728
UCSD Psychos,San Diego ,College,Women,32.7174202,-117.1627728
Fog Ultimate,San Francisco,College,Mixed,37.7790262,-122.419906
Fog Ultimate,San Francisco,College,Men,37.7790262,-122.419906
Megabyte,San Jose,College,Men,37.3361905,-121.890583
SLOCOMOTION,San Luis Obispo,College,Mixed,35.3540209,-120.3757163
SLO Motion,San Luis Obispo,College,Women,35.3540209,-120.3757163
SLO Motion B,San Luis Obispo,College,Women,35.3540209,-120.3757163
SLOB,San Luis Obispo,College,Men,35.3540209,-120.3757163
SLOCORE,San Luis Obispo,College,Men,35.3540209,-120.3757163
Buckets,San Marcos,College,Men,29.8826436,-97.9405828
Trainwreck,San Marcos,College,Women,29.8826436,-97.9405828
Texas State ,San Marcos ,College,Men,29.8826436,-97.9405828
Mixers,Santa Clara,College,Mixed,37.2333253,-121.6846349
Santa Clara RAGE A,Santa Clara,College,Women,37.2333253,-121.6846349
SCAB,Santa Clara,College,Men,37.2333253,-121.6846349
SCAB,Santa Clara,College,Women,37.2333253,-121.6846349
Santa Clara RAGE B,Santa Clara ,College,Women,37.2333253,-121.6846349
Slugs,Santa Cruz,College,Men,37.050096,-121.9905908
Sol,Santa Cruz,College,Women,37.050096,-121.9905908
Solar Slugs,Santa Cruz,College,Mixed,37.050096,-121.9905908
UCSC B (Ooze),Santa Cruz,College,Men,37.050096,-121.9905908
ThoroughBears,Saratoga Springs,College,Men,43.0821793,-73.7853915
Karabo Mosola,Saratoga Springs,College,Women,43.0821793,-73.7853915
ThoroughBears 1,Saratoga Springs,College,Mixed,43.0821793,-73.7853915
ThoroughBears 2,Saratoga Springs,College,Mixed,43.0821793,-73.7853915
Pirate Ultimate,Savannah,College,Men,32.0809263,-81.0911768
Harding Apocalypse,Searcy,College,Men,35.9018987,-92.7098744
Skybisons,Searcy ,College,Women,35.9018987,-92.7098744
Skybisons,Searcy ,College,Mixed,35.9018987,-92.7098744
Big Bang,Seattle,College,Women,47.6038321,-122.3300624
Element,Seattle,College,Women,47.6038321,-122.3300624
Sundodgers,Seattle,College,Men,47.6038321,-122.3300624
Washington B,Seattle,College,Men,47.6038321,-122.3300624
